,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
25.0,0j,0j,0j,0j,0j,0j,0j,(0.029106022299753523-0.1306225406167781j),0j,0j,0j,(-0.2176339942153725+0.19971458094776814j),0j,(-0.1359591058224407+0.27147775381667283j),(0.013497855848572257-0.204382130546071j),0j,0j,0j,0j,(0.0627340738890876+0.14719949637726065j),0j,(0.06827070192835843-0.017931147869735712j),(-0.054532269190377264+0.1512455195246628j),0j,0j,(-0.06468981014343038-0.03195848624915827j),(-0.112538659606534-0.09794138905949777j),0j,(0.04872107449407639+0.07234677424812097j),0j,0j,0j,0j,0j,0j,(0.051131786897595496-0.05581932435200956j),0j,(-0.05368905897818982+0.01594695063208063j),(0.0627457238179622-0.18222934849964045j),0j,0j,(0.14562322723716964-0.01884964805614208j),(-0.08313860830861618+0.11796018665566875j),0j,(-0.1222695422630759-0.10412478642483283j),0j,0j,0j,0j,(0.07005356623287694+0.13052584279357352j),(0.0880972032505734+0.11186410862479887j),0j,(0.13696435502799545+0.07956352833658469j),0j,0j,0j,(-0.2068451932671196+0.028592241725645104j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.15017658234845427+0.06587413527821176j),0j,(0.26097703487339-0.00764783589287138j),(-0.042759161088167255-0.02656320193738578j),0j,0j,(0.3054815131660782+0.003333834917207401j),(0.04822906756754131-0.11500417736307383j),0j,(0.07854178213739856+0.21578775754169813j),0j,0j,0j,0j,(0.06980437708619244+0.012150894094450443j),(-0.06470617384260478+0.15102596441535834j),0j,(0.06856186253896893+0.19773977359690564j),0j,0j,0j,(0.0024821684346103138+0.019351827451152055j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.15949612485262987-0.06510393098305811j),(0.009233254371276048+0.2550273924225537j),0j,(0.03355773959084665+0.03231202022542047j),0j,0j,0j,(0.06118128772608885+0.03559768768860651j),0j,0j,0j,0j,0j,0j,0j,(0.08103373421207173+0.011651600709458497j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
27.5,0j,0j,0j,0j,0j,0j,0j,(-0.029693159752032492-0.05645153454839405j),0j,0j,0j,(-0.051108587830318394-0.20284159728516218j),0j,(0.14893262215147468-0.13156701517735062j),(-0.15461044603966756+0.03694486028347684j),0j,0j,0j,0j,(-0.09737704617688277+0.06396803869922253j),0j,(-0.055807956717571966-0.007411660359844769j),(0.184004103882566-0.1478946765294173j),0j,0j,(-0.02669171840043176-0.15416049488786704j),(-0.00043137593468664526-0.1480772425656766j),0j,(-0.03594762061328602-0.027319262539526563j),0j,0j,0j,0j,0j,0j,(0.052693603740020085-0.0633067172925576j),0j,(-0.04638286305498499+0.01356698994807663j),(0.24457425435085328+0.15240444412862741j),0j,0j,(0.08867698133210701+0.08012431463859934j),(0.34341971920866904-0.19894492025096874j),0j,(-0.10186774303691029+0.13437095401848737j),0j,0j,0j,0j,(0.20015605904686584-0.08830890531567956j),(0.14533406012865763+0.050626304003358026j),0j,(-0.07124951707568726-0.02510587093228268j),0j,0j,0j,(0.04449450953171872-0.10101173633927603j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.03229185976797506-0.11472642652616041j),0j,(0.13847707743598606-0.017153297478557372j),(-0.019403135279406493-0.010113226814127452j),0j,0j,(0.09057394826933321-0.25538572329008247j),(-0.04364908677656416-0.020461221009107806j),0j,(-0.025110694503445698+0.15172920571893644j),0j,0j,0j,0j,(-0.10079444361203362+0.11289489322545991j),(-0.1162754138286156+0.22161870474278655j),0j,(0.011169455989521862+0.13709851827525463j),0j,0j,0j,(0.04893647860133715+0.09363537717782469j),0j,0j,0j,0j,0j,0j,0j,0j,(0.09267313462790297-0.05611300634601274j),(0.1189893095713316-0.11735214666770473j),0j,(0.09637282538864493+0.12371904262317254j),0j,0j,0j,(0.20697927804450716-0.11794514375359369j),0j,0j,0j,0j,0j,0j,0j,(0.04038455989141294-0.11333025872233937j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
30.0,0j,0j,0j,0j,0j,0j,0j,(-0.06159202253570557+0.12544095492434884j),0j,0j,0j,(0.06253362633771103-0.02225086320052543j),0j,(-0.007496797637857624+0.13032563205258085j),(0.03598022929859341+0.09048004261853361j),0j,0j,0j,0j,(0.017816330932297706-0.0627487188198468j),0j,(-0.011771880654507922+0.06997139025301029j),(-0.03841321379742626+0.024979301729619957j),0j,0j,(0.21681278974651888-0.30646413356173396j),(0.10678865270430507-0.11901414567335374j),0j,(-0.11893941008670449+0.297910312332317j),0j,0j,0j,0j,0j,0j,(-0.08411366235673498+0.026380711692574842j),0j,(0.07773992820446558-0.08582982752089342j),(-0.12274188669914028+0.034336919983786816j),0j,0j,(-0.18160770974648108+0.011628361124369314j),(-0.09954992517219756-0.03972955960620803j),0j,(0.06145036192316915-0.048046633152804996j),0j,0j,0j,0j,(-0.07664642707595729+0.06790633157966226j),(0.060636657046660054+0.23390264376149064j),0j,(0.2029081343670233+0.0821207243645588j),0j,0j,0j,(-0.09552777978459724-0.1465859129472307j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.06429479327481881+0.05211953351455906j),0j,(-0.05474167218877505+0.26205707335421863j),(0.0786829040719487+0.09194240886977009j),0j,0j,(0.0010370905343138673-0.10643316713988762j),(0.10354171142449976-0.0052128577502582865j),0j,(0.10011833631285334+0.014978758244295771j),0j,0j,0j,0j,(-0.12490975480156548+0.1665636230250353j),(0.12291468259355454-0.012789958193031904j),0j,(0.06370941698564535+0.20744925636241268j),0j,0j,0j,(-0.07615003925126715+0.05209267255812434j),0j,0j,0j,0j,0j,0j,0j,0j,(0.01878553236836431-0.18558966819938408j),(0.12866012047483147+0.1932432891793245j),0j,(0.15025244831439932+0.19818489913682913j),0j,0j,0j,(-0.055161163614227446+0.008930399855994654j),0j,0j,0j,0j,0j,0j,0j,(-0.1759568487920446+0.09433892869266704j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
32.5,0j,0j,0j,0j,0j,0j,0j,(0.06806722978777298+0.02097761413022253j),0j,0j,0j,(-0.15929730695381072+0.06412429123316515j),0j,(-0.1636100775845338+0.10399669018175486j),(0.17096550313669776+0.10839228788627234j),0j,0j,0j,0j,(-0.12529698485701793-0.09352441897493073j),0j,(-0.21817053901004047+0.010002995243299784j),(-0.08690562141917377-0.053840279965331236j),0j,0j,(0.026469540753938647+0.07943692124785784j),(-0.06489670443855601+0.2554516481406283j),0j,(0.05839601394051129-0.10992327866301164j),0j,0j,0j,0j,0j,0j,(-0.06541473860803351-0.08648139263559276j),0j,(0.06356686850907375+0.08530861021024849j),(-0.3123436562228201+0.14073789104787346j),0j,0j,(0.05062571384236755+0.21841650223867926j),(-0.20238918706352785-0.30514587366558077j),0j,(0.11495451247128746+0.06917820342574346j),0j,0j,0j,0j,(0.04868501335236065+0.13304959314978326j),(-0.003440279091658706+0.11491726563813612j),0j,(0.17824043846914725+0.08708088153227359j),0j,0j,0j,(-0.10744162038825122+0.13602382208168026j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.023190176898567314-0.03732358426699128j),0j,(0.13191816826074707+0.05805570344784439j),(0.023972889528897118+0.0505020452718101j),0j,0j,(-0.1058358433801387-0.04039407157480663j),(-0.1479440152810775+0.07292326931570797j),0j,(-0.02361277724400243-0.09956768345111913j),0j,0j,0j,0j,(0.003741489362404978+0.05443353723312731j),(0.007632659421096732-0.004184371460020781j),0j,(-0.03824140441025088-0.11808229015389785j),0j,0j,0j,(-0.07391567724627837+0.002050459286213932j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.08225641904628057+0.04787311580117347j),(-0.0633475157323869+0.11031674131874127j),0j,(-0.019589290414591336+0.16644813533765807j),0j,0j,0j,(-0.006351845619014175-0.06749165934635709j),0j,0j,0j,0j,0j,0j,0j,(0.17643139041025171-0.2784193492562794j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
35.0,0j,0j,0j,0j,0j,0j,0j,(-0.1375110395631813-0.059901318069342686j),0j,0j,0j,(0.06167559850149721+0.10399101454745835j),0j,(0.012386840777980315+0.13435617003193495j),(-0.22174491804862828-0.04722145069681913j),0j,0j,0j,0j,(-0.022705758917598923-0.018440149825860366j),0j,(-0.002866938561322541+0.007331861143984136j),(-0.09601200612833838+0.07955879906668412j),0j,0j,(0.09935835260998899+0.06150266472682489j),(0.27519034960740807+0.1830622645809129j),0j,(-0.11806582791157103+0.0965314153076419j),0j,0j,0j,0j,0j,0j,(0.04673598008482882-0.11531227200969346j),0j,(-0.24365936083288037+0.02211812426605654j),(0.04822101250023256-0.060387020457898594j),0j,0j,(0.2169870138315479-0.0676458230235096j),(-0.15764280631702565-0.13925342686397807j),0j,(-0.045043381483200695+0.05867536471958728j),0j,0j,0j,0j,(0.023183491614588374+0.15641497008766203j),(0.01502210625882938-0.03458484803889107j),0j,(-0.06974072701766891+0.07614722208806335j),0j,0j,0j,(-0.06070093629520005-0.003032643520048308j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04604214497945383+0.2459509420638713j),0j,(0.06474537457263455-0.10138725237758575j),(-0.13525164225837755+0.14955428718888134j),0j,0j,(-0.0883207215365989-0.27138655819010943j),(0.06977738114474505+0.15024175616710667j),0j,(0.10177666899446239+0.13720621318142154j),0j,0j,0j,0j,(-0.1429904552620726-0.05858070101723036j),(-0.017848043473905797+0.06900595717857679j),0j,(-0.11220126540098856-0.11712134037507599j),0j,0j,0j,(-0.018756345600366604+0.07557471144816218j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.04120909961560815-0.019278463951521697j),(-0.027924348616932423+0.1659816248687114j),0j,(-0.03694013858136351+0.025942152115248588j),0j,0j,0j,(-0.06426354261789856+0.19224068470451738j),0j,0j,0j,0j,0j,0j,0j,(0.2551611775525247+0.22674754697533606j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
37.5,0j,0j,0j,0j,0j,0j,0j,(0.03973447322595752-0.06291607786883928j),0j,0j,0j,(0.19335196678750372+0.04890216052428392j),0j,(-0.01914996350639746+0.0221960296860155j),(0.05097192248108917+0.012532865698903693j),0j,0j,0j,0j,(0.09459968611140122+0.06875220570838857j),0j,(0.13887180197168825+0.05372979315562551j),(-0.0783873040542841-0.04734594563085604j),0j,0j,(-0.09343847869185945-0.18474858917141918j),(0.0256312803557956+0.10673803211724678j),0j,(0.07847037924406512-0.04484426905233373j),0j,0j,0j,0j,0j,0j,(0.06297818435928351+0.04383337609160497j),0j,(-0.09334979863166143-0.4069598144961424j),(0.00018095985409488646-0.14001168523644564j),0j,0j,(-0.12454529917581837-0.12708848250496194j),(-0.012736331676382905+0.0143387712630534j),0j,(-0.11078898022607078-0.15742294182723693j),0j,0j,0j,0j,(-0.25488438827933557-0.27630899950082216j),(-0.1000151146673538-0.10421650646149279j),0j,(-0.10455428001515876+0.03611116269474927j),0j,0j,0j,(0.04255144706759321+0.05161756881548155j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1236084483665391-0.11184567020219807j),0j,(-0.034269303491859734+0.19663774425662744j),(-0.19948576997097728-0.0780029131910018j),0j,0j,(-0.2157626132364161+0.01293590925987087j),(0.14622076742774018+0.04751491616522058j),0j,(-0.04589397798534446+0.028592701691360765j),0j,0j,0j,0j,(0.12305057082359613-0.06460676892697165j),(0.01050118401252606-0.14191282796151883j),0j,(-0.05997511553934309+0.12465015683537073j),0j,0j,0j,(0.05963421153477719-0.013517886059048294j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.05443531008235451+0.08382979544104141j),(-0.08210921288592944+0.12517945010873935j),0j,(-0.04808748704175448-0.10705797126036706j),0j,0j,0j,(-0.05828343859713492-0.225545958889596j),0j,0j,0j,0j,0j,0j,0j,(0.21265424756426948-0.03262301891549506j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
40.0,0j,0j,0j,0j,0j,0j,0j,(-0.12164351877704833-0.02274293398296865j),0j,0j,0j,(-0.020848717629006155-0.11948897731558211j),0j,(0.01993285417681219-0.1651032568217372j),(-0.1726333310349842+0.006371034928722907j),0j,0j,0j,0j,(-0.019493741184383365-0.12697131670474854j),0j,(0.13878900739474678+0.04979573336647563j),(0.20851451304103952-0.10035101397064455j),0j,0j,(-0.08560218015103883+0.024090469458027855j),(0.0783230252103924+0.1435300325418747j),0j,(0.00741523302792579-0.13591366271855435j),0j,0j,0j,0j,0j,0j,(-0.08420764367844524-0.1442861094465428j),0j,(-0.006026891766209595+0.26912388917209984j),(0.16377661148052422+0.15509688872986999j),0j,0j,(0.07837696616881401+0.1438266871119636j),(-0.03494620572048434+0.014482866768460329j),0j,(0.05040783451054587+0.04249445012869383j),0j,0j,0j,0j,(-0.0725768598629633-0.07728322577320532j),(0.0964929398736371+0.0553570664834173j),0j,(-0.14438643104813775-0.031384180676636675j),0j,0j,0j,(0.11630666017503079-0.06792404561108711j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13098747583398979-0.13511540843771022j),0j,(-0.0743560461494079+0.04689200532365579j),(0.05534751726529479-0.05991027254112678j),0j,0j,(-0.24650462766623074+0.1330143925903253j),(0.3186603091817892+0.139995058167461j),0j,(0.006984219803207326-0.14887442009932272j),0j,0j,0j,0j,(0.09823886191409727-0.07537557091088312j),(0.16699177047196584-0.08503179962364721j),0j,(-0.13926796995499438-0.18686084828736754j),0j,0j,0j,(0.18195997216500026+0.059323264914552504j),0j,0j,0j,0j,0j,0j,0j,0j,(0.13486691887368646-0.017310586480069313j),(-0.08340897334399648-0.1914421982418173j),0j,(0.06742547322896805+0.11234818564390568j),0j,0j,0j,(0.11191626000382017+0.002380443139379552j),0j,0j,0j,0j,0j,0j,0j,(0.11620085102242353+0.04206089830097983j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
42.5,0j,0j,0j,0j,0j,0j,0j,(0.1653494373399449+0.05984943537878881j),0j,0j,0j,(-0.012151506474581006-0.013605861748632035j),0j,(0.07130860684547896-0.03171437832751623j),(0.12509416829116965+0.028444503168363104j),0j,0j,0j,0j,(-0.034091930338283796-0.06273676343030138j),0j,(0.08936778674180246-0.14255382034289915j),(-0.0089182514556653-0.20500524663056335j),0j,0j,(-0.1619370875697958+0.15990099937476404j),(-0.21400558204804868-0.021577354565417553j),0j,(0.0668899024506322+0.06297325019435002j),0j,0j,0j,0j,0j,0j,(0.0736593007119572-0.06656156805076938j),0j,(-0.04954037786945775+0.24820356861288828j),(0.1658661278614239-0.3056188976536761j),0j,0j,(0.04960892950407807-0.15233040561119887j),(-0.14968123606827097-0.06331458552629582j),0j,(0.21634842461116321-0.037722253129147634j),0j,0j,0j,0j,(0.013298222406798677+0.0927357872999735j),(0.07656825468278189-0.09889943653166751j),0j,(0.12876218820817492+0.18766413052533026j),0j,0j,0j,(0.08317886097710185-0.11631963802106293j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08611559333668946+0.0964776245011946j),0j,(-0.08830200900149442-0.07287349656651401j),(-0.04046626316920891-0.2607271884948438j),0j,0j,(-0.14610453252714323-0.06791499243185448j),(-0.06381957684512694-0.03817002742890757j),0j,(0.12032088343477759-0.03626916819331559j),0j,0j,0j,0j,(0.08398137523711709-0.0006948858520025927j),(0.23888324860758747+0.20935122545484802j),0j,(0.14835780177323726-0.012095070522806978j),0j,0j,0j,(-0.07088761714635353-0.026802597978845724j),0j,0j,0j,0j,0j,0j,0j,0j,(0.1854666550619518-0.0446402625613104j),(-0.004583652976385506-0.013040247507115308j),0j,(0.03587902313743403-0.1682039828279796j),0j,0j,0j,(0.07075132667885825-0.01714132838609531j),0j,0j,0j,0j,0j,0j,0j,(-0.04991860954180956+0.12591160762502757j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
45.0,0j,0j,0j,0j,0j,0j,0j,(-0.003065407465177361-0.09831861868701239j),0j,0j,0j,(0.0224024311502907-0.06278608335556672j),0j,(0.009706313844129903-0.03562191254309115j),(-0.011495620819425971-0.05148685017013749j),0j,0j,0j,0j,(0.03543857464645142-0.22657590080385737j),0j,(-0.05007613304531956-0.15320315906523657j),(0.15451302220139176-0.0953034723433763j),0j,0j,(0.12970034728059887+0.1645560551560148j),(0.0971488099642334+0.14841444252442346j),0j,(-0.145251232901763-0.08213608084929475j),0j,0j,0j,0j,0j,0j,(-0.13538159298084637+0.009081602309829781j),0j,(0.1732779926982636+0.06464575921699359j),(-0.1105130290783996-0.07096441172080908j),0j,0j,(0.059601920221109356-0.28813595065745207j),(0.2145058652273636-0.2695143813225274j),0j,(-0.21477437539769678+0.000933824916190984j),0j,0j,0j,0j,(-0.1483482527199262-0.12818181597157507j),(0.0035806733109433712+0.07682375615455905j),0j,(-0.18566785375695877+0.07893137921645071j),0j,0j,0j,(0.21099919422367153+0.018343268834317944j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.041229177366052944-0.08653644560631471j),0j,(-0.03157680633523718+0.030570131444910744j),(0.10392170210539155-0.06516603186019214j),0j,0j,(0.1833006617077493-0.03645764242830071j),(-0.015982085568110746+0.12311469640139529j),0j,(0.045782046707742746-0.012001380721194117j),0j,0j,0j,0j,(0.044721795541304205-0.09738400747664154j),(0.15996749996905638+0.049223168238520514j),0j,(0.0006205399139101175-0.12978314227674276j),0j,0j,0j,(0.04515007145489333+0.16587028979804044j),0j,0j,0j,0j,0j,0j,0j,0j,(0.17202587931576618+0.22091513876916494j),(-0.12653773622557904-0.002610524813151785j),0j,(-0.05712898122147607-0.01431275670676282j),0j,0j,0j,(-0.02006810481846462-0.18176557039282248j),0j,0j,0j,0j,0j,0j,0j,(-0.11043854710066614+0.08777285755299737j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
47.5,0j,0j,0j,0j,0j,0j,0j,(0.04707649138536663+0.08694601938477975j),0j,0j,0j,(0.054574441991897024-0.16200171204423408j),0j,(0.07146572343914238-7.095867464243164e-05j),(0.10108203193794948+0.008291060710999706j),0j,0j,0j,0j,(0.0008963977838849363-0.07700235845374326j),0j,(0.042894898687656585-0.08688281137019822j),(-0.15753325284298658-0.17719026789860537j),0j,0j,(-0.10703537951438609-0.061303716310469j),(0.027950921442476476+0.06943608671275811j),0j,(0.0017342217881736038-0.28302143456415035j),0j,0j,0j,0j,0j,0j,(0.09751795038371124+0.05505038541910245j),0j,(-0.003779956059242265+0.08262127846150438j),(0.02752666398869588-0.04196645495932627j),0j,0j,(-0.060393457627288046+0.14683287349516377j),(0.13382054461118537-0.23310348595048655j),0j,(0.11570863655370918+0.04885593046996145j),0j,0j,0j,0j,(-0.06253315477474766+0.01271269040561656j),(-0.04199918265478891+0.16138316982663495j),0j,(0.02811730444803115+0.22315218437580886j),0j,0j,0j,(-0.16085210793480154-0.12398727277370453j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.05983487596600953-0.14786461293946737j),0j,(0.20346776166169087-0.02020910118673376j),(-0.06627877899520708-0.18512544990483432j),0j,0j,(-0.1924318287223541-0.14646810472922558j),(-0.008092115477912491+0.017639241525809934j),0j,(0.05976505680657676-0.020950547358963123j),0j,0j,0j,0j,(-0.07278249222411422-0.005856829407195653j),(0.07544124600588119-0.006798983397082296j),0j,(0.24696375920869393-0.12756137183206293j),0j,0j,0j,(-0.20509988658006142+0.10435604800405172j),0j,0j,0j,0j,0j,0j,0j,0j,(-0.1685141088865644+0.03722744294067227j),(-0.13356681945356125-0.004001942725247447j),0j,(0.00999050372423704-0.037003904217603495j),0j,0j,0j,(-0.053897777502124364-0.22135750267092724j),0j,0j,0j,0j,0j,0j,0j,(0.19104578528083807-0.25831583780511075j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
50.0,0j,0j,0j,0j,0j,0j,0j,(0.16370502082721602+0.03827761558330636j),0j,0j,0j,(0.03918517632123274+0.09324530373361023j),0j,(-0.10777119540111112-0.08647094196879755j),(0.16128676595598618+0.10936361735204889j),0j,0j,0j,0j,(0.07263789230461053+0.02421206952885924j),0j,(0.09325832965982857-0.11045756224034303j),(-0.1024450663010938-0.165301295388542j),0j,0j,(-0.13828564428326964+0.0217606984291496j),(0.059886854031244205+0.2921432299711524j),0j,(-0.03128916307919182+0.03638009778805484j),0j,0j,0j,0j,0j,0j,(0.024312379473126172+0.11453236955412163j),0j,(0.06564498011122033-0.1530829268312535j),(0.062409730466195405-0.02757120773480145j),0j,0j,(0.2952483217245547+0.10999084770170744j),(0.3158302696665288+0.012368020216157849j),0j,(0.0756135031731888-0.052746885202591555j),0j,0j,0j,0j,(-0.06564901580453673+0.028217335086994998j),(0.16636747346228842-0.0710220055772633j),0j,(-0.03850478711839818-0.22302536729261008j),0j,0j,0j,(0.17150999469044542-0.05843796325476764j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.040469603527648834+0.05016405534059307j),0j,(0.07669332756196418+0.10011808930129508j),(-0.11531909019905748-0.003238898819971067j),0j,0j,(-0.015481698563595575+0.006952215333405014j),(-0.16508352951826516-0.14193185515418844j),0j,(-0.07258447878502441+0.037963562379383156j),0j,0j,0j,0j,(0.14941906046862014+0.016541365536178784j),(-0.18210913524769207-0.16109884647765607j),0j,(0.09508778234540022-0.027905777205866317j),0j,0j,0j,(-0.02076609652768651+0.028330510408444812j),0j,0j,0j,0j,0j,0j,0j,0j,(0.12480959483078063-0.1327628198807479j),(0.015861189211581028-0.1746021237839252j),0j,(0.24152058885526295-0.1160084834754819j),0j,0j,0j,(-0.15001787196578276-0.073958803943314j),0j,0j,0j,0j,0j,0j,0j,(-0.036234094914891574+0.08839019518434177j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
